Age,Gender,Country,Education Level,Role,Programming Experience,ML Experience,Company Size,Company Data Scientists,Yearly Compensation,Spent Money (5years),Primary Tool,# of Languages,# of Visual tools,# of ML frameworks,# of ML algorithms
60-69,Man,Poland,Professional degree,Research Scientist,20+ years,20 or more years,50-249 employees,0,"30,000-39,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",4,1,1,3
18-21,Man,Viet Nam,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,,2,1,1,0
22-24,Man,Sri Lanka,Master’s degree,Currently not employed,3-5 years,2-3 years,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,4,4
45-49,Man,Canada,Master’s degree,Data Analyst,5-10 years,5-10 years,250-999 employees,1-2,"90,000-99,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,2,3
70+,Man,France,Bachelor’s degree,Other,< 1 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",1,2,3,1
25-29,Man,Canada,Professional degree,,,,,,,,,0,0,0,0
30-34,Man,Other,Master’s degree,Product/Project Manager,3-5 years,Under 1 year,50-249 employees,0,"30,000-39,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,2,4,2
25-29,Man,India,Master’s degree,Other,1-2 years,I do not use machine learning methods,250-999 employees,,,,,1,1,0,0
55-59,Man,United States of America,Bachelor’s degree,Currently not employed,3-5 years,2-3 years,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,1,1
22-24,Man,Indonesia,Master’s degree,Student,3-5 years,Under 1 year,,,,,"Advanced statistical software (SPSS, SAS, etc.)",2,2,1,1
30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Data Engineer,5-10 years,5-10 years,0-49 employees,1-2,"1,000-1,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,1,2,4
60-69,Man,United States of America,Professional degree,Research Scientist,I have never written code,,50-249 employees,1-2,"100,000-124,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",0,0,0,0
35-39,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,3-4 years,"10,000 or more employees",20+,"200,000-249,999","$100,000 or more ($USD)","Local development environments (RStudio, JupyterLab, etc.)",2,1,1,3
22-24,Man,India,Bachelor’s degree,Other,< 1 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,2,3,3
25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",5,4,1,4
22-24,Woman,India,Master’s degree,Data Scientist,< 1 years,1-2 years,0-49 employees,3-4,$0-999,$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,4,1,2
30-34,Man,China,Master’s degree,,,,,,,,,0,0,0,0
35-39,Man,Sweden,Some college/university study without earning a bachelor’s degree,Software Engineer,10-20 years,1-2 years,0-49 employees,3-4,,,,5,3,2,3
25-29,Man,China,Master’s degree,Machine Learning Engineer,1-2 years,,,,,,,3,0,0,0
22-24,Man,India,Master’s degree,Currently not employed,< 1 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,3,1,5
22-24,Man,Nigeria,Bachelor’s degree,Student,< 1 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,2,2,2
30-34,Man,Belgium,Doctoral degree,Currently not employed,5-10 years,4-5 years,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,1,3,2
50-54,Man,United States of America,Professional degree,Software Engineer,20+ years,1-2 years,0-49 employees,1-2,"125,000-149,999","$1000-$9,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",4,2,5,4
30-34,Man,India,Bachelor’s degree,Data Analyst,5-10 years,Under 1 year,250-999 employees,1-2,"15,000-19,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,2,1,1
35-39,Woman,India,Bachelor’s degree,Data Scientist,3-5 years,3-4 years,0-49 employees,3-4,"20,000-24,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,3,2,2
25-29,Man,Morocco,Master’s degree,Statistician,3-5 years,1-2 years,50-249 employees,3-4,"15,000-19,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",2,2,6,5
18-21,Man,India,Master’s degree,Student,3-5 years,Under 1 year,,,,,Other,6,3,1,1
40-44,Man,Sweden,Doctoral degree,Machine Learning Engineer,20+ years,10-20 years,"10,000 or more employees",20+,"125,000-149,999","$10,000-$99,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",2,3,3,5
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Under 1 year,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,1,1,1
18-21,Man,India,Bachelor’s degree,Student,1-2 years,1-2 years,,,,,,2,1,1,2
18-21,Man,India,Master’s degree,Machine Learning Engineer,3-5 years,I do not use machine learning methods,50-249 employees,15-19,$0-999,$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",4,1,0,0
35-39,Man,Turkey,Master’s degree,Data Analyst,1-2 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),,2,5,5,5
60-69,Man,Spain,Master’s degree,Research Scientist,3-5 years,2-3 years,0-49 employees,3-4,"150,000-199,999","$10,000-$99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,5,4
50-54,Man,Other,Doctoral degree,Other,< 1 years,1-2 years,250-999 employees,1-2,"1,000-1,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",6,2,1,1
40-44,Man,United States of America,Professional degree,Data Analyst,5-10 years,2-3 years,"10,000 or more employees",20+,"100,000-124,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,3,1
40-44,Man,Japan,Doctoral degree,Research Scientist,3-5 years,2-3 years,"1000-9,999 employees",3-4,"100,000-124,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,1,3,1
22-24,Man,Other,Bachelor’s degree,Data Scientist,1-2 years,1-2 years,0-49 employees,0,"10,000-14,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,8,6
35-39,Man,Taiwan,Bachelor’s degree,Software Engineer,3-5 years,Under 1 year,"1000-9,999 employees",1-2,"20,000-24,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",3,2,4,2
25-29,Man,France,Master’s degree,Machine Learning Engineer,5-10 years,1-2 years,"10,000 or more employees",3-4,"40,000-49,999","$100,000 or more ($USD)",,6,2,6,7
22-24,Man,United States of America,Master’s degree,Business Analyst,< 1 years,Under 1 year,0-49 employees,0,"30,000-39,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,3,2,2
25-29,Man,India,Professional degree,Product/Project Manager,1-2 years,Under 1 year,"10,000 or more employees",20+,"4,000-4,999",$1-$99,,2,2,3,1
25-29,Man,Ireland,Master’s degree,Data Analyst,10-20 years,2-3 years,0-49 employees,1-2,"3,000-3,999",$0 ($USD),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",2,2,4,3
35-39,Man,Other,Doctoral degree,Research Scientist,5-10 years,4-5 years,0-49 employees,5-9,"150,000-199,999","$100,000 or more ($USD)","Local development environments (RStudio, JupyterLab, etc.)",6,4,3,7
22-24,Man,India,Bachelor’s degree,Data Analyst,< 1 years,Under 1 year,0-49 employees,0,$0-999,$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",1,6,2,1
18-21,Man,Spain,Some college/university study without earning a bachelor’s degree,Student,3-5 years,1-2 years,,,,,Other,2,3,3,3
25-29,Man,Spain,Master’s degree,Currently not employed,5-10 years,2-3 years,,,,,,1,1,3,2
45-49,Man,Netherlands,Master’s degree,Software Engineer,20+ years,3-4 years,0-49 employees,1-2,"60,000-69,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,3,7,7
35-39,Man,Other,Master’s degree,Product/Project Manager,10-20 years,I do not use machine learning methods,"10,000 or more employees",20+,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",7,1,0,0
30-34,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Engineer,10-20 years,2-3 years,50-249 employees,1-2,"60,000-69,999","$100,000 or more ($USD)","Local development environments (RStudio, JupyterLab, etc.)",5,2,5,4
22-24,Woman,Morocco,Master’s degree,Student,3-5 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,4,1,3
30-34,Man,South Korea,Bachelor’s degree,Product/Project Manager,3-5 years,Under 1 year,0-49 employees,1-2,,,,2,1,2,4
18-21,Man,China,Bachelor’s degree,Student,1-2 years,1-2 years,,,,,,2,1,3,3
25-29,Woman,India,Doctoral degree,Data Scientist,1-2 years,2-3 years,0-49 employees,0,"3,000-3,999",$100-$999,,1,1,2,1
25-29,Woman,Pakistan,Doctoral degree,Research Scientist,1-2 years,I do not use machine learning methods,,,,,,2,1,0,0
30-34,Man,India,Bachelor’s degree,Data Analyst,10-20 years,Under 1 year,"10,000 or more employees",20+,"10,000-14,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",6,3,3,4
30-34,Man,Other,Master’s degree,Machine Learning Engineer,3-5 years,1-2 years,"1000-9,999 employees",3-4,"10,000-14,999","$1000-$9,999","Local development environments (RStudio, JupyterLab, etc.)",3,4,4,3
35-39,Man,Ukraine,Master’s degree,Currently not employed,I have never written code,,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",0,0,0,0
18-21,Man,Russia,Bachelor’s degree,Student,3-5 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",3,2,3,2
22-24,Woman,Colombia,Master’s degree,Student,I have never written code,,,,,,"Local development environments (RStudio, JupyterLab, etc.)",0,0,0,0
30-34,Man,Taiwan,Master’s degree,Data Analyst,3-5 years,Under 1 year,0-49 employees,1-2,"1,000-1,999",$1-$99,"Advanced statistical software (SPSS, SAS, etc.)",3,2,1,2
22-24,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years,1-2 years,"10,000 or more employees",1-2,"70,000-79,999",$0 ($USD),Other,5,2,1,2
30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,I do not use machine learning methods,"10,000 or more employees",20+,"30,000-39,999",$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",2,3,0,0
35-39,Woman,Canada,Master’s degree,Product/Project Manager,3-5 years,,,,,,,4,0,0,0
22-24,Man,Other,Master’s degree,Software Engineer,3-5 years,Under 1 year,0-49 employees,0,$0-999,$0 ($USD),Other,2,2,5,4
45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Product/Project Manager,20+ years,1-2 years,"1000-9,999 employees",10-14,"60,000-69,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",3,1,1,3
35-39,Man,Australia,Master’s degree,Software Engineer,10-20 years,Under 1 year,0-49 employees,0,"30,000-39,999",$0 ($USD),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",3,2,3,1
25-29,Woman,India,Bachelor’s degree,Software Engineer,3-5 years,Under 1 year,"10,000 or more employees",20+,"15,000-19,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,1,4
25-29,Man,Other,Bachelor’s degree,Product/Project Manager,3-5 years,2-3 years,0-49 employees,1-2,"40,000-49,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,1,1
22-24,Man,India,Master’s degree,Business Analyst,5-10 years,Under 1 year,"10,000 or more employees",20+,"7,500-9,999","$10,000-$99,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,1,2,2
25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,1-2 years,"10,000 or more employees",20+,"7,500-9,999",$100-$999,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",1,4,2,5
40-44,Man,United States of America,Master’s degree,Data Scientist,10-20 years,5-10 years,"1000-9,999 employees",1-2,"125,000-149,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",4,3,3,3
22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,Under 1 year,"10,000 or more employees",0,"4,000-4,999",$0 ($USD),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",4,1,1,2
25-29,Man,Australia,Bachelor’s degree,Data Scientist,3-5 years,4-5 years,"10,000 or more employees",20+,"150,000-199,999","$100,000 or more ($USD)","Local development environments (RStudio, JupyterLab, etc.)",2,5,4,2
25-29,Man,Taiwan,Doctoral degree,Student,5-10 years,2-3 years,,,,,,2,1,4,2
18-21,Man,Canada,Some college/university study without earning a bachelor’s degree,Other,3-5 years,Under 1 year,"10,000 or more employees",20+,,,,2,1,4,1
22-24,Man,Viet Nam,Bachelor’s degree,Student,1-2 years,,,,,,,4,0,0,0
22-24,Man,India,Bachelor’s degree,Data Scientist,1-2 years,1-2 years,0-49 employees,1-2,"1,000-1,999",$1-$99,,2,2,2,2
30-34,Man,United States of America,Master’s degree,Other,1-2 years,Under 1 year,"1000-9,999 employees",1-2,"150,000-199,999",$1-$99,Other,2,1,2,4
45-49,Man,India,Doctoral degree,Other,10-20 years,Under 1 year,250-999 employees,0,"4,000-4,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",5,1,2,1
22-24,Man,Russia,Master’s degree,Machine Learning Engineer,< 1 years,Under 1 year,50-249 employees,3-4,$0-999,$0 ($USD),,2,1,4,3
35-39,Man,Germany,Master’s degree,Data Scientist,10-20 years,Under 1 year,0-49 employees,3-4,"3,000-3,999",$1-$99,"Local development environments (RStudio, JupyterLab, etc.)",2,2,2,3
25-29,Man,Other,Master’s degree,Machine Learning Engineer,1-2 years,1-2 years,"1000-9,999 employees",3-4,"30,000-39,999",$100-$999,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",4,1,6,3
45-49,Woman,Saudi Arabia,Master’s degree,Other,1-2 years,1-2 years,50-249 employees,1-2,"3,000-3,999",$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",2,5,1,1
40-44,Man,Romania,Doctoral degree,Statistician,,,,,,,,0,0,0,0
25-29,Man,Other,Master’s degree,,,,,,,,,0,0,0,0
22-24,Man,Greece,I prefer not to answer,Student,1-2 years,I do not use machine learning methods,,,,,"Advanced statistical software (SPSS, SAS, etc.)",1,1,0,0
25-29,Man,Germany,Master’s degree,Machine Learning Engineer,< 1 years,Under 1 year,0-49 employees,0,"4,000-4,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",3,1,2,1
18-21,Man,Nigeria,Bachelor’s degree,Student,3-5 years,Under 1 year,,,,,,3,2,2,3
50-54,Man,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,20+ years,20 or more years,"1000-9,999 employees",3-4,"15,000-19,999","$1000-$9,999","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5,1,4,9
25-29,Man,China,,,,,,,,,,0,0,0,0
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,3-5 years,4-5 years,"1000-9,999 employees",20+,"1,000-1,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",2,2,5,3
30-34,Man,United States of America,Master’s degree,Student,5-10 years,2-3 years,,,,,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",3,2,2,2
25-29,Man,Ghana,Professional degree,Student,< 1 years,Under 1 year,,,,,,2,2,3,3
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,I do not use machine learning methods,0-49 employees,0,$0-999,$0 ($USD),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,2,0,0
22-24,Man,United States of America,Master’s degree,Software Engineer,3-5 years,2-3 years,50-249 employees,3-4,"5,000-7,499","$10,000-$99,999","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",6,5,5,6
45-49,Woman,Argentina,Doctoral degree,Software Engineer,20+ years,1-2 years,"1000-9,999 employees",10-14,"7,500-9,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",4,2,3,5
35-39,Man,Pakistan,Master’s degree,Data Analyst,I have never written code,,0-49 employees,3-4,"2,000-2,999",$0 ($USD),,0,0,0,0
18-21,Man,India,Bachelor’s degree,Student,< 1 years,,,,,,,3,0,0,0
22-24,Man,India,Master’s degree,Software Engineer,3-5 years,Under 1 year,"10,000 or more employees",20+,"15,000-19,999",$1-$99,,2,1,1,2
18-21,Man,United States of America,Bachelor’s degree,Student,1-2 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",1,2,1,2
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Analyst,10-20 years,5-10 years,250-999 employees,20+,"90,000-99,999",$0 ($USD),"Local development environments (RStudio, JupyterLab, etc.)",4,1,3,3
30-34,Man,Japan,Master’s degree,Other,< 1 years,Under 1 year,250-999 employees,10-14,"40,000-49,999",$1-$99,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1,1,1,1
22-24,Man,Italy,Master’s degree,Student,3-5 years,Under 1 year,,,,,"Local development environments (RStudio, JupyterLab, etc.)",5,1,2,3
60-69,Man,Japan,Doctoral degree,Currently not employed,3-5 years,4-5 years,,,,,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",2,2,6,7
18-21,Man,India,Bachelor’s degree,Student,1-2 years,I do not use machine learning methods,,,,,,2,1,0,0
35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other,10-20 years,I do not use machine learning methods,"1000-9,999 employees",5-9,"90,000-99,999",$0 ($USD),,3,1,0,0
50-54,Man,United States of America,Doctoral degree,Research Scientist,20+ years,10-20 years,0-49 employees,1-2,"1,000-1,999",$100-$999,"Local development environments (RStudio, JupyterLab, etc.)",2,2,1,3
35-39,Man,Sweden,Bachelor’s degree,Machine Learning Engineer,5-10 years,4-5 years,250-999 employees,5-9,"100,000-124,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",3,4,3,4
25-29,Man,South Africa,Bachelor’s degree,Data Scientist,10-20 years,5-10 years,"10,000 or more employees",20+,"70,000-79,999","$10,000-$99,999","Local development environments (RStudio, JupyterLab, etc.)",4,6,8,7
50-54,Woman,Other,Professional degree,,,,,,,,,0,0,0,0
50-54,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code,,,,,,,0,0,0,0
